HECHO,RUPTURA,CONEXO,ESTADO_NOTICIA,ETAPA,ANIO_DENUNCIA,ANIO_ENTRADA,ANIO_HECHO,LEY,PAIS,DEPARTAMENTO,MUNICIPIO,SECCIONAL,GRUPO_DELITO,DELITO,IMPUTACION,CONDENA,ATIPICIDAD_INEXISTENCIA,ACUSACION,CAPTURA,SEXO_INDICIADO,GRUPO_EDAD_INDICIADO,PAIS_NACIMIENTO,HOMICIDIO_DOLOSO_CONSUMADO,TOTAL_INDICIADOS
'SI','NO','NO','INACTIVO','INVESTIGACIÓN',2015,2015,2015,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','ESTUPEFACIENTES','TRAFICO FABRICACION O PORTE DE ESTUPEFACIENTES ART. 376 C..','SI','NO','NO','NO','NO','MASCULINO','JUVENTUD 18 - 28','Colombia','NO',2
'SI','NO','NO','ACTIVO','QUERELLABLE',2017,2017,2017,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','LESIONES PERSONALES','LESIONES ART. 111 C.P.','NO','NO','NO','NO','NO','MASCULINO','JUVENTUD 18 - 28','','NO',1
'SI','NO','NO','INACTIVO','QUERELLABLE',2012,2012,2012,'Ley 1098','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','LESIONES PERSONALES','LESIONES ART. 111 C.P.','NO','NO','NO','NO','NO','MASCULINO','SIN DATO','Colombia','NO',5
'SI','NO','NO','INACTIVO','EJECUCIÓN DE PENAS',2012,2012,2012,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','HURTO','HURTO CALIFICADO ART. 240 C.P.  AGRAVADO POR LA DESTREZA ART. 241 C.P. N.10','SI','NO','NO','NO','NO','','SIN DATO','Colombia','NO',1
'SI','NO','NO','INACTIVO','INDAGACIÓN',2016,2016,2016,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','DELITOS SEXUALES','ACTO SEXUAL VIOLENTO. ART. 206 C.P.','NO','NO','NO','NO','NO','MASCULINO','SIN DATO','Colombia','NO',1
'NO','NO','NO','INACTIVO','QUERELLABLE',2016,2016,2013,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','PATRIMONIO ECONOMICO','ABUSO DE CONFIANZA. ART. 249 C.P.','NO','NO','SI','NO','NO','MASCULINO','SIN DATO','Colombia','NO',1
'NO','NO','NO','INACTIVO','QUERELLABLE',2018,2018,2018,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','LESIONES PERSONALES','LESIONES ART. 111 C.P.','NO','NO','SI','NO','NO','MASCULINO','SIN DATO','Colombia','NO',11
'SI','NO','NO','INACTIVO','QUERELLABLE',2020,2020,2020,'Ley 1098','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','LESIONES PERSONALES','LESIONES ART. 111 C.P.','NO','NO','NO','NO','NO','FEMENINO','ADOLESCENTE 14 - 17','Colombia','NO',2
'NO','NO','NO','INACTIVO','INDAGACIÓN',2012,2012,2012,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','HURTO','HURTO MENOR CUANTIA. ART. 239 C.P. AGRAVADO POR ESTABLECIMIENTO PUBLICO ART. 241 C.P. N.11','NO','NO','SI','NO','SI','MASCULINO','ADULTEZ 29 - 59','Colombia','NO',2
'SI','NO','NO','ACTIVO','JUICIO',2018,2018,2018,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','CONCIERTO PARA DELINQUIR','CONCIERTO PARA DELINQUIR ART. 340 C.P.','NO','NO','NO','NO','SI','MASCULINO','SIN DATO','Colombia','NO',2
'SI','NO','NO','INACTIVO','INDAGACIÓN',2019,2019,2019,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','HURTO','HURTO. ART. 239 C.P. AGRAVADO POR ESTABLECIMIENTO PUBLICO ART. 241 C.P. N.11','NO','NO','NO','NO','NO','FEMENINO','JUVENTUD 18 - 28','Ecuador','NO',1
'SI','NO','NO','INACTIVO','QUERELLABLE',2012,2012,2012,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','VIOLENCIA INTRAFAMILIAR','VIOLENCIA INTRAFAMILIAR ART. 229 C.P.','NO','NO','NO','NO','NO','','ADULTO MAYOR DE 60','Colombia','NO',4
'SI','NO','NO','INACTIVO','INDAGACIÓN',2016,2016,2016,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','AMENAZAS','AMENAZAS ART. 347 C.P.','NO','NO','NO','NO','NO','MASCULINO','SIN DATO','','NO',4
'SI','NO','NO','INACTIVO','INVESTIGACIÓN',2011,2011,2011,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','HURTO','HURTO CALIFICADO. ART. 240 C.P.','SI','NO','NO','NO','SI','MASCULINO','ADULTEZ 29 - 59','Colombia','NO',1
'SI','NO','NO','INACTIVO','INDAGACIÓN',2015,2015,2014,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','LESIONES PERSONALES CULPOSAS','LESIONES CULPOSAS ART. 120 C.P. INCISO 1','NO','NO','NO','NO','NO','MASCULINO','SIN DATO','','NO',1
'SI','NO','NO','ACTIVO','INDAGACIÓN',2019,2019,2019,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','ESTAFA','ESTAFA. ART. 246 C.P.','NO','NO','NO','NO','NO','MASCULINO','SIN DATO','','NO',13
'SI','NO','NO','ACTIVO','INDAGACIÓN',2019,2019,2018,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','CORRUPCION JUDICIAL','AMENAZAS A TESTIGOS ART. 454A C.P. AD. LEY 890 DE 2004 ART.13','NO','NO','NO','NO','NO','MASCULINO','SIN DATO','Colombia','NO',2
'SI','NO','NO','ACTIVO','INDAGACIÓN',2015,2015,2013,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','CORRUPCION JUDICIAL','FRAUDE PROCESAL ART. 453 C.P.','NO','NO','NO','NO','NO','MASCULINO','SIN DATO','Colombia','NO',6
'SI','NO','SI','INACTIVO','QUERELLABLE',2014,2014,2014,'Ley 1098','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','HOMICIDIO CULPOSO','HOMICIDIO CULPOSO ART. 109 C.P.','NO','NO','NO','NO','NO','','SIN DATO','Colombia','NO',1
'SI','NO','NO','INACTIVO','INDAGACIÓN',2016,2016,2016,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','HURTO','HURTO CALIFICADO ART. 240 C.P. MENOR CUANTIA','NO','NO','NO','NO','SI','FEMENINO','JUVENTUD 18 - 28','Colombia','NO',1
'SI','NO','NO','INACTIVO','JUICIO',2014,2014,2014,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','ESTUPEFACIENTES','TRAFICO FABRICACION O PORTE DE ESTUPEFACIENTES ART. 376 C..','SI','NO','NO','NO','SI','MASCULINO','SIN DATO','Colombia','NO',2
'SI','NO','NO','ACTIVO','INDAGACIÓN',2020,2020,2020,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','HURTO','HURTO MENOR CUANTIA. ART. 239 C.P. AGRAVADO POR LA CONFIANZA ART. 241 C.P. N.2','NO','NO','NO','NO','NO','FEMENINO','SIN DATO','Colombia','NO',6
'SI','NO','NO','INACTIVO','INDAGACIÓN',2014,2014,2014,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','HURTO','HURTO. ART. 239 C.P. AGRAVADO POR LA CONFIANZA ART. 241 C.P. N.2','NO','NO','NO','NO','NO','MASCULINO','ADULTEZ 29 - 59','Colombia','NO',7
'SI','NO','NO','INACTIVO','INDAGACIÓN',2016,2016,2016,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','HOMICIDIO CULPOSO','HOMICIDIO CULPOSO ART. 109 C.P.','NO','NO','NO','NO','NO','FEMENINO','ADULTO MAYOR DE 60','Colombia','NO',1
'SI','NO','NO','INACTIVO','JUICIO',2013,2013,2010,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','PATRIMONIO ECONOMICO','ABUSO DE CONDICIONES DE INFERIORIDAD. ART. 251 C.P. MENOR CUANTIA','SI','NO','NO','SI','NO','MASCULINO','SIN DATO','Colombia','NO',1
'SI','NO','NO','ACTIVO','INDAGACIÓN',2018,2018,2018,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','HURTO','HURTO. ART. 239 C.P. AGRAVADO POR ESTABLECIMIENTO PUBLICO ART. 241 C.P. N.11','NO','NO','NO','NO','NO','FEMENINO','JUVENTUD 18 - 28','Colombia','NO',2
'SI','NO','NO','INACTIVO','JUICIO',2011,2011,2011,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','FABRICACION,TRAFICO Y PORTE DE ARMAS','FABRICACION,TRAFICO Y PORTE DE ARMAS DE FUEGO O MUNICIONES POR PORTE ART. 365 C.P.','NO','NO','NO','NO','NO','MASCULINO','SIN DATO','Colombia','NO',1
'SI','NO','NO','ACTIVO','INDAGACIÓN',2019,2019,2019,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','LESIONES PERSONALES','LESIONES ART. 111 C.P.','NO','NO','NO','NO','NO','','JUVENTUD 18 - 28','Colombia','NO',1
'NO','NO','NO','INACTIVO','QUERELLABLE',2018,2018,2018,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','INJURIA Y CALUMNIA','CALUMNIA. ART. 221 C.P.','NO','NO','SI','NO','NO','FEMENINO','SIN DATO','Colombia','NO',1
'SI','NO','NO','INACTIVO','JUICIO',2013,2013,2013,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE MEDELLÍN','ESTAFA','ESTAFA. ART. 246 C.P. MENOR CUANTIA','SI','NO','NO','SI','NO','MASCULINO','SIN DATO','Colombia','NO',1
'SI','NO','NO','ACTIVO','JUICIO',2016,2016,2015,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','CORRUPCION ADMINISTRATIVA','CONTRATO SIN CUMPLIMIENTO DE REQUISITOS LEGALES ART. 410 C.P.','SI','NO','NO','SI','SI','MASCULINO','SIN DATO','Colombia','NO',5
'SI','NO','NO','INACTIVO','JUICIO',2018,2018,2018,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','IMPARTICION DE JUSTICIA','RECEPTACION ART. 447 C.P.','NO','NO','NO','SI','NO','FEMENINO','JUVENTUD 18 - 28','Colombia','NO',1
'SI','NO','NO','INACTIVO','TERMINACIÓN ANTICIPADA',2011,2011,2011,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','HURTO','HURTO CALIFICADO. ART. 240 C.P.','SI','NO','NO','NO','SI','','SIN DATO','Colombia','NO',1
'SI','NO','NO','INACTIVO','EJECUCIÓN DE PENAS',2010,2010,2010,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','ESTUPEFACIENTES','TRAFICO FABRICACION O PORTE DE ESTUPEFACIENTES ART. 376 C..','SI','NO','NO','SI','SI','MASCULINO','ADOLESCENTE 14 - 17','Colombia','NO',1
'SI','NO','NO','INACTIVO','INDAGACIÓN',2014,2014,2013,'Ley 1098','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','DELITOS SEXUALES','ACCESO CARNAL ABUSIVO CON MENOR DE CATORCE AÑOS. ART. 208 C.P.','NO','NO','NO','NO','NO','MASCULINO','SIN DATO','Colombia','NO',1
'SI','NO','NO','INACTIVO','INVESTIGACIÓN',2017,2017,2017,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','SECUESTRO SIMPLE','SECUESTRO SIMPLE ART. 168 C.P.','NO','NO','NO','NO','SI','MASCULINO','ADULTEZ 29 - 59','Colombia','NO',1
'SI','NO','NO','INACTIVO','INDAGACIÓN',2016,2016,2016,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','LIBERTAD INDIVIDUAL Y OTRAS GARANTIAS','DIVULGACION Y EMPLEO DE DOCUMENTOS RESERVADOS. ART. 194 C.P.','NO','NO','NO','NO','NO','MASCULINO','SIN DATO','Colombia','NO',1
'SI','NO','NO','INACTIVO','QUERELLABLE',2014,2014,2012,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','ESTAFA','ESTAFA. ART. 246 C.P. MENOR CUANTIA','NO','NO','NO','NO','NO','','SIN DATO','Colombia','NO',1
'SI','NO','NO','INACTIVO','INDAGACIÓN',2012,2012,2012,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','LESIONES PERSONALES','LESIONES ART. 111 C.P.','NO','NO','NO','NO','SI','MASCULINO','SIN DATO','Colombia','NO',1
'NO','SI','NO','ACTIVO','JUICIO',2018,2018,2017,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','EXTORSION','EXTORSION ART. 244 C.P. MODIF.','NO','NO','NO','SI','NO','MASCULINO','SIN DATO','Colombia','NO',1
'SI','NO','NO','ACTIVO','JUICIO',2017,2017,2017,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','VIOLENCIA INTRAFAMILIAR','VIOLENCIA INTRAFAMILIAR ART. 229 C.P.','SI','NO','NO','SI','NO','MASCULINO','ADULTEZ 29 - 59','El Salvador','NO',1
'SI','NO','NO','ACTIVO','INVESTIGACIÓN',2020,2020,2020,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','ESTUPEFACIENTES','TRAFICO FABRICACION O PORTE DE ESTUPEFACIENTES ART. 376 C..','SI','NO','NO','NO','NO','MASCULINO','ADULTEZ 29 - 59','Colombia','NO',2
'SI','NO','NO','INACTIVO','QUERELLABLE',2019,2019,2019,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','LESIONES PERSONALES','DE LAS LESIONES PERSONALES','NO','NO','NO','NO','NO','FEMENINO','ADULTEZ 29 - 59','','NO',1
'SI','NO','NO','INACTIVO','INDAGACIÓN',2012,2012,2012,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','ESTAFA','ESTAFA. ART. 246 C.P. MENOR CUANTIA','NO','NO','NO','NO','NO','','JUVENTUD 18 - 28','Colombia','NO',1
'SI','NO','NO','ACTIVO','INDAGACIÓN',2016,2016,2016,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','DELITOS SEXUALES','ACCESO CARNAL O ACTO SEXUAL EN PERSONA PUESTA EN INCAPACIDAD DE RESISTIR ART.207 C.P. AGRAVADO ART. 211 N.8 . CON INTENCIÓN DE GENERAR CONTROL SOCIAL,TEMOR U OBEDIENCIA EN LA COMUNIDAD','NO','NO','NO','NO','NO','MASCULINO','ADULTEZ 29 - 59','Colombia','NO',1
'SI','NO','NO','INACTIVO','INDAGACIÓN',2019,2019,2019,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','INJURIA Y CALUMNIA','INJURIA. ART. 220 C.P.','NO','NO','NO','NO','NO','FEMENINO','SIN DATO','','NO',2
'SI','NO','NO','INACTIVO','INDAGACIÓN',2010,2010,2010,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','ESTAFA','ESTAFA. ART. 246 C.P.','NO','NO','NO','NO','NO','FEMENINO','ADULTEZ 29 - 59','Colombia','NO',8
'NO','NO','NO','INACTIVO','INDAGACIÓN',2013,2013,2013,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','CONSTRENIMIENTO','CONSTREÑIMIENTO ILEGAL ART. 182 C.P.','NO','NO','SI','NO','NO','MASCULINO','SIN DATO','Colombia','NO',8
'SI','NO','NO','INACTIVO','JUICIO',2017,2017,2017,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','VIOLENCIA INTRAFAMILIAR','VIOLENCIA INTRAFAMILIAR ART. 229 C.P.','SI','NO','NO','SI','SI','MASCULINO','ADULTEZ 29 - 59','Colombia','NO',5
'NO','NO','NO','INACTIVO','QUERELLABLE',2012,2012,2011,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','HURTO','HURTO ART. 239 C.P. MAYOR CUANTIA','NO','NO','SI','NO','NO','MASCULINO','SIN DATO','Colombia','NO',1
'NO','NO','NO','INACTIVO','INDAGACIÓN',2012,2012,2012,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','DELITOS SEXUALES','DEMANDA DE EXPLOTACIÓN SEXUAL COMERCIAL CON MENOR DE 18 AÑOS Art 217A','NO','NO','SI','NO','SI','MASCULINO','ADULTEZ 29 - 59','Colombia','NO',1
'NO','SI','NO','INACTIVO','EJECUCIÓN DE PENAS',2019,2019,2019,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','FABRICACION,TRAFICO Y PORTE DE ARMAS','FABRICACION,TRAFICO Y PORTE DE ARMAS DE FUEGO O MUNICIONES ART. 365 C.P.','SI','SI','NO','SI','SI','FEMENINO','JUVENTUD 18 - 28','Colombia','NO',1
'SI','NO','NO','INACTIVO','EJECUCIÓN DE PENAS',2017,2017,2017,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','HURTO','HURTO. ART. 239 C.P.','SI','SI','NO','SI','NO','MASCULINO','SIN DATO','Colombia','NO',2
'NO','SI','NO','INACTIVO','EJECUCIÓN DE PENAS',2017,2018,2017,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','CONCIERTO PARA DELINQUIR','CONCIERTO PARA DELINQUIR ART. 340 C.P.','SI','SI','NO','SI','SI','MASCULINO','ADULTEZ 29 - 59','Colombia','NO',3
'NO','NO','NO','INACTIVO','INDAGACIÓN',2018,2018,2018,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','CONTRA LA FAMILIA','EJERCICIO ARBITRARIO DE LA CUSTODIA DE HIJO MENOR DE EDAD ART. 230A C.P. AD. LEY 890/2004 ART.7','NO','NO','SI','NO','NO','FEMENINO','PRIMERA INFANCIA 0 - 5','Colombia','NO',1
'SI','NO','NO','INACTIVO','INDAGACIÓN',2015,2015,2015,'Ley 1098','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','DELITOS SEXUALES','ACTO SEXUAL CON MENOR DE CATORCE AÑOS ART. 209 C.P. AGRAVADO ART. 211 N.4. SE REALIZARE SOBRE PERSONA MENOR DE 14 AÑOS','NO','NO','NO','NO','NO','MASCULINO','SIN DATO','Colombia','NO',4
'NO','NO','NO','INACTIVO','INDAGACIÓN',2011,2011,2011,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','HURTO','HURTO ART. 239 C.P. MENOR CUANTIA','NO','NO','SI','NO','NO','MASCULINO','ADULTEZ 29 - 59','Colombia','NO',2
'SI','NO','NO','INACTIVO','INDAGACIÓN',2014,2014,2014,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','HURTO','HURTO. ART. 239 C.P.','NO','NO','NO','NO','NO','FEMENINO','ADULTEZ 29 - 59','Colombia','NO',7
'NO','NO','NO','INACTIVO','INDAGACIÓN',2013,2013,2013,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','ADMINISTRACION PUBLICA','VIOLENCIA CONTRA SERVIDOR PUBLICO ART. 429 C.P.','NO','NO','SI','NO','NO','','SIN DATO','Colombia','NO',4
'NO','SI','NO','INACTIVO','JUICIO',2013,2013,2013,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','ESTUPEFACIENTES','TRAFICO FABRICACION O PORTE DE ESTUPEFACIENTES ART. 376 C..','SI','NO','NO','SI','SI','MASCULINO','ADULTEZ 29 - 59','Colombia','NO',3
'NO','NO','NO','INACTIVO','QUERELLABLE',2018,2018,2018,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','INJURIA Y CALUMNIA','INJURIA. ART. 220 C.P.','NO','NO','SI','NO','NO','MASCULINO','SIN DATO','','NO',2
'NO','NO','NO','INACTIVO','QUERELLABLE',2010,2010,2010,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','INJURIA Y CALUMNIA','CALUMNIA. ART. 221 C.P.','NO','NO','SI','NO','NO','MASCULINO','JUVENTUD 18 - 28','Colombia','NO',1
'SI','NO','NO','INACTIVO','EJECUCIÓN DE PENAS',2014,2014,2014,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','LESIONES PERSONALES CULPOSAS','LESIONES CULPOSAS ART. 120 C.P. INCISO 1','SI','SI','NO','SI','NO','MASCULINO','ADULTEZ 29 - 59','Colombia','NO',1
'SI','NO','NO','ACTIVO','INDAGACIÓN',2017,2017,2017,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE VALLE DEL CAUCA','HURTO','HURTO. ART. 239 C.P.','NO','NO','NO','NO','NO','MASCULINO','SIN DATO','Colombia','NO',3
'SI','NO','NO','INACTIVO','EJECUCIÓN DE PENAS',2013,2013,2013,'Ley 1098','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','ESTUPEFACIENTES','TRAFICO FABRICACION O PORTE DE ESTUPEFACIENTES ART. 376 C..','SI','NO','NO','NO','SI','MASCULINO','ADOLESCENTE 14 - 17','Colombia','NO',2
'SI','NO','NO','INACTIVO','JUICIO',2012,2012,2011,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','CONTRA LA FAMILIA','INASISTENCIA ALIMENTARIA ART. 233 C.P.','SI','NO','NO','SI','NO','','JUVENTUD 18 - 28','Colombia','NO',1
'NO','SI','NO','INACTIVO','EJECUCIÓN DE PENAS',2015,2017,2015,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','CORRUPCION ADMINISTRATIVA','COHECHO PROPIO ART. 405 C.P.','SI','SI','NO','SI','SI','MASCULINO','ADULTEZ 29 - 59','Colombia','NO',1
'NO','NO','NO','INACTIVO','QUERELLABLE',2017,2017,2017,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE BOGOTÁ','ESTAFA','ESTAFA. ART. 246 C.P. MENOR CUANTIA','NO','NO','SI','NO','NO','MASCULINO','SIN DATO','Colombia','NO',1
'SI','NO','NO','INACTIVO','INDAGACIÓN',2011,2011,2011,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','DELITOS SEXUALES','ACTOS SEXUALES CON MENOR DE CATORCE AÑOS. ART. 209 C.P.','NO','NO','NO','NO','NO','','JUVENTUD 18 - 28','Colombia','NO',1
'NO','NO','NO','INACTIVO','QUERELLABLE',2016,2016,2016,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','LESIONES PERSONALES','LESIONES ART. 111 C.P.','NO','NO','SI','NO','NO','MASCULINO','ADULTEZ 29 - 59','Colombia','NO',2
'NO','NO','NO','INACTIVO','INDAGACIÓN',2019,2019,2019,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','FALSEDAD EN DOCUMENTO','FALSEDAD EN DOCUMENTO PRIVADO. ART. 289 C.P.','NO','NO','SI','NO','NO','FEMENINO','SIN DATO','Colombia','NO',1
'SI','NO','SI','INACTIVO','INDAGACIÓN',2013,2013,2013,'Ley 906','Colombia','Risaralda','PEREIRA','DELEGADA ANTE LA CORTE SUPREMA DE JUSTICIA','CORRUPCION JUDICIAL','PREVARICATO POR OMISION ART. 414 C.P.','NO','NO','NO','NO','NO','','SIN DATO','Colombia','NO',1
'NO','NO','NO','INACTIVO','INDAGACIÓN',2010,2010,2010,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','HURTO','HURTO. ART. 239 C.P. AGRAVADO POR LA CONFIANZA ART. 241 C.P. N.2','NO','NO','SI','NO','NO','FEMENINO','JUVENTUD 18 - 28','Colombia','NO',1
'NO','NO','NO','INACTIVO','QUERELLABLE',2012,2012,2012,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','DELITOS SEXUALES','ACCESO CARNAL VIOLENTO. ART. 205 C.P.','NO','NO','SI','NO','NO','MASCULINO','ADULTEZ 29 - 59','Colombia','NO',1
'SI','NO','NO','INACTIVO','QUERELLABLE',2012,2012,2012,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','LESIONES PERSONALES CULPOSAS','LESIONES PERSONALES CULPOSAS ART 120 C.P. CON INCAPACIDAD MAYOR 30 DIAS MENOR 90 DIAS ART. 112 C.P.INCISO 2','NO','NO','NO','NO','NO','MASCULINO','ADULTEZ 29 - 59','Colombia','NO',1
'SI','NO','NO','INACTIVO','INDAGACIÓN',2011,2011,2011,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','ESTAFA','ESTAFA. ART. 246 C.P. MENOR CUANTIA','NO','NO','NO','NO','NO','FEMENINO','SIN DATO','Colombia','NO',7
'SI','NO','NO','INACTIVO','INVESTIGACIÓN',2011,2011,2011,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','CONTRA LA FAMILIA','INASISTENCIA ALIMENTARIA ART. 233 C.P.','SI','NO','NO','NO','NO','MASCULINO','SIN DATO','Colombia','NO',1
'NO','NO','NO','INACTIVO','QUERELLABLE',2014,2014,2013,'Ley 906','Colombia','Risaralda','PEREIRA','DIRECCIÓN SECCIONAL DE RISARALDA','LESIONES PERSONALES CULPOSAS','LESIONES CULPOSAS ART. 120 C.P. INCISO 1','NO','NO','SI','NO','NO','MASCULINO','ADULTEZ 29 - 59','Colombia','NO',1
